Current Epoch,Train MAE Loss,Val MAE Loss,Test MAE Loss,Train Pearson Corr,Val Pearson Corr,Test Pearson Corr
144,0.002222667,0.001916101,0.001503817,0.863442319,0.882641762,0.522851455
145,0.00217929,0.001972281,0.001568536,0.864690346,0.886456639,0.543778366
146,0.002186885,0.00186776,0.001466017,0.865576761,0.885073036,0.525418019
147,0.002155644,0.00191944,0.00153465,0.866528894,0.883678347,0.52710666
148,0.002202786,0.001923358,0.001502574,0.86393066,0.887388378,0.540027248
149,0.002189727,0.001890093,0.001504314,0.86565234,0.883686781,0.525239766
150,0.002162753,0.001875084,0.001483267,0.866719995,0.884884536,0.528704721
151,0.00215753,0.001900487,0.001517023,0.867147803,0.887929916,0.544373293
152,0.002190278,0.00188392,0.001510441,0.863985632,0.889844,0.55222726
153,0.002172818,0.001857812,0.001476339,0.866300651,0.884938478,0.527652446
154,0.002144626,0.001816567,0.001442476,0.866871033,0.885070622,0.529855809
155,0.002159896,0.001908468,0.001512972,0.863721413,0.887723953,0.545180718
156,0.002128585,0.001857333,0.001468957,0.869096518,0.884936541,0.531959716
157,0.002123112,0.001881861,0.001474362,0.868734837,0.883069724,0.526129906
158,0.002100746,0.001908774,0.001487174,0.867117567,0.883774012,0.526069363
159,0.002142498,0.001878138,0.001468567,0.866527906,0.884528369,0.522157519
160,0.002111601,0.001915087,0.001502701,0.866282352,0.882385641,0.520926205
161,0.002102895,0.001998435,0.001506489,0.866905042,0.880137056,0.50958183
162,0.002124865,0.001906663,0.001518036,0.867721762,0.887049973,0.530961454
163,0.002094096,0.001810796,0.001421651,0.869918627,0.885352612,0.527109615
164,0.002124736,0.001820626,0.001439978,0.869164297,0.88403976,0.522640808
165,0.002109418,0.001820895,0.001464531,0.871820058,0.890437037,0.546889222
166,0.002093798,0.001845869,0.001449433,0.870912577,0.888285249,0.545498494
167,0.002092184,0.001817708,0.001435378,0.869961006,0.885226458,0.519051666
168,0.002087177,0.00182584,0.001441412,0.867040396,0.889703155,0.542921219
169,0.002084683,0.001854072,0.001457006,0.870751143,0.890511066,0.543902091
170,0.002055083,0.001836141,0.001451965,0.870908652,0.886401564,0.531133339
171,0.002069545,0.001816301,0.001422741,0.870617926,0.888303816,0.538071701
172,0.002051948,0.00183052,0.001439968,0.869107808,0.885870397,0.520554637
173,0.002063182,0.001781969,0.001402084,0.865544455,0.884807914,0.526379715
174,0.002081373,0.001767897,0.001416939,0.870699014,0.892592281,0.553982984
175,0.002078796,0.00179892,0.001438167,0.868726407,0.889959425,0.534360313
176,0.002059187,0.001778755,0.001394835,0.868492467,0.888602316,0.53428051
177,0.002055837,0.001763453,0.001400684,0.871148723,0.891782403,0.544134391
178,0.00204197,0.00175126,0.001379682,0.873045921,0.888027877,0.539123249
179,0.002028122,0.001825976,0.001444781,0.874188806,0.8913894,0.546754971
180,0.00210471,0.001752467,0.001406698,0.870296981,0.894708872,0.553435421
181,0.002038027,0.001776124,0.001404171,0.872534301,0.89169082,0.539695573
182,0.002026707,0.001760957,0.001392853,0.872133723,0.890426517,0.547246458
183,0.002016412,0.001766811,0.001400133,0.875994819,0.889050633,0.532722299
184,0.002019725,0.001727257,0.001369357,0.87470821,0.890844494,0.547141845
185,0.002000656,0.001765816,0.001395067,0.872370848,0.892592996,0.551671347
186,0.002017155,0.001787958,0.001408563,0.873287908,0.88929522,0.535097214
187,0.002069694,0.001740769,0.001396046,0.871762582,0.89286685,0.547232396
188,0.002007822,0.001739458,0.00140514,0.875435684,0.896415979,0.56477794
189,0.002001729,0.001761256,0.001394248,0.873442616,0.893298388,0.546772221
190,0.001999813,0.001707637,0.001376632,0.873636884,0.893939734,0.555628563
191,0.001959584,0.00173043,0.001379863,0.878360569,0.892641723,0.544540453
192,0.001983734,0.00172854,0.001385496,0.875070751,0.896291077,0.569465235
193,0.00200194,0.001766854,0.001381196,0.877062798,0.891862035,0.537492527
194,0.001964295,0.001694956,0.001357796,0.876176144,0.894234329,0.555352367
195,0.001947257,0.001701424,0.001353714,0.877270111,0.894629925,0.55331842
196,0.001965043,0.001762742,0.00137282,0.877486467,0.89182806,0.53978821
197,0.001957259,0.001697085,0.0013513,0.878815498,0.89362067,0.551554916
198,0.001968586,0.001682107,0.001351702,0.87948691,0.893075973,0.553872459
199,0.001972548,0.001728166,0.001356373,0.876115978,0.891080052,0.538338164
200,0.001955276,0.001699676,0.001355768,0.876366973,0.895595729,0.557469859
201,0.001978795,0.001774176,0.001397166,0.877851129,0.896748215,0.556833994
202,0.00197606,0.001670851,0.00134648,0.876946049,0.90129298,0.582161017
203,0.001926483,0.001637807,0.001332275,0.882441129,0.89855206,0.554706189
204,0.001942507,0.001737329,0.001363294,0.88179372,0.894622296,0.54724355
205,0.001957956,0.001657726,0.001347079,0.878421664,0.903133094,0.586242624
206,0.001974245,0.001658295,0.001360569,0.878410058,0.901145697,0.565192023
207,0.001925205,0.001639694,0.001342366,0.881733273,0.897337079,0.563508247
208,0.001939783,0.001627428,0.001334122,0.880181432,0.900490463,0.559062068
209,0.001915183,0.001626056,0.001326149,0.880695513,0.902065158,0.587926987
210,0.001926121,0.001620807,0.001315295,0.881712139,0.903034508,0.584751519
211,0.001933442,0.001680663,0.00136729,0.880477582,0.897992909,0.54907343
212,0.001887051,0.001721823,0.001332162,0.884990811,0.901934952,0.577635866
213,0.001876461,0.001613431,0.001311583,0.885415018,0.901964605,0.57175156
214,0.00186616,0.001584962,0.001285143,0.884044698,0.90280211,0.574247323
215,0.001858475,0.001583567,0.001293497,0.885287191,0.902863175,0.581143898
216,0.00186146,0.001568531,0.001268738,0.885818916,0.904931396,0.592050153
217,0.001838589,0.001612849,0.001318074,0.887671769,0.90635702,0.595275807
218,0.001863647,0.001583457,0.001285068,0.888020039,0.902083755,0.570460962
219,0.001887213,0.001655078,0.001334325,0.885535002,0.896943241,0.54534469
220,0.001930299,0.001548024,0.0012818,0.88338083,0.902508229,0.583354947
221,0.001872378,0.001816875,0.001379471,0.887398064,0.907422274,0.596711273
222,0.001948206,0.001701582,0.001360822,0.883967953,0.903642178,0.576366589
223,0.001913089,0.001518664,0.001262879,0.886894839,0.904866844,0.58507918
224,0.001877268,0.001490624,0.001247802,0.887766089,0.907893389,0.593542237
225,0.001833212,0.001621828,0.001300961,0.890177531,0.908173412,0.593717808
226,0.001833449,0.0014879,0.001239438,0.887705735,0.908802569,0.593909294
227,0.001857667,0.001486606,0.001250226,0.887496412,0.908110082,0.599936243
228,0.001827511,0.001602025,0.001273425,0.889882743,0.910843641,0.61335943
229,0.001841989,0.001673977,0.001346295,0.891694009,0.90650478,0.577695852
230,0.001837137,0.001533009,0.001251237,0.890204447,0.909338474,0.596924518
231,0.001850363,0.001532048,0.001313371,0.889947219,0.906954944,0.586056002
232,0.001821015,0.001440868,0.001208564,0.890244842,0.91110599,0.615704004
233,0.001809787,0.001672351,0.001327995,0.892557664,0.909597754,0.592138549
234,0.00182974,0.001478866,0.001228756,0.891324886,0.908727676,0.603866034
235,0.001815302,0.001551721,0.001292077,0.893635895,0.911960721,0.61178508
236,0.001796138,0.001420458,0.001184364,0.89511753,0.911631763,0.610700207
237,0.001782557,0.001552283,0.001257421,0.891168586,0.909036845,0.596041403
238,0.001802044,0.00145958,0.001204649,0.894918782,0.914489686,0.620924843
239,0.00181121,0.001485483,0.001237838,0.892904009,0.9104563,0.599765637
240,0.001810598,0.001489236,0.001248311,0.894738972,0.906200588,0.577718524
241,0.001815613,0.001668519,0.001322036,0.891679679,0.903395116,0.563335557
242,0.001784119,0.001429284,0.001183241,0.894567924,0.910853118,0.61214485
243,0.001776431,0.001446045,0.001212299,0.893881806,0.916374087,0.633186606
244,0.001748487,0.001414213,0.001180752,0.894451175,0.911626667,0.611612917
245,0.0017588,0.001394876,0.001164865,0.895832198,0.909859896,0.604963159
246,0.001717938,0.001425054,0.001197875,0.898531812,0.914910048,0.615129546
247,0.001702806,0.001505134,0.001245709,0.897420423,0.913343579,0.600903829
248,0.001700506,0.001370669,0.00115704,0.899617715,0.916497231,0.633173985
249,0.001696767,0.001366161,0.00115877,0.89956161,0.916137308,0.61807424
250,0.001764125,0.001485682,0.001220653,0.89708169,0.913474739,0.606322355
251,0.001731419,0.001455805,0.001236915,0.895879907,0.909298897,0.582652812
252,0.001728086,0.001342319,0.001143343,0.898924538,0.91492635,0.622405122
253,0.001757196,0.001525349,0.001239395,0.897557267,0.912797302,0.610154666
254,0.001685645,0.00138354,0.001157322,0.896992624,0.919371337,0.632532159
255,0.001669381,0.001348226,0.001148724,0.900685651,0.916820556,0.636507846
256,0.00167057,0.001462043,0.001215868,0.901883057,0.913780302,0.609294795
257,0.001686167,0.001373729,0.001178839,0.903676621,0.917749405,0.63041685
258,0.001699302,0.001334825,0.001119164,0.900037927,0.916776866,0.635633674
259,0.00172321,0.001434368,0.00118211,0.895842348,0.91988191,0.648460782
260,0.001708429,0.00138041,0.001147378,0.899354356,0.915751696,0.624948517
261,0.00168348,0.001292184,0.001106214,0.901824679,0.918190897,0.635248807
262,0.001664857,0.001483551,0.001214587,0.90344716,0.9148615,0.602593121
263,0.001721582,0.001376644,0.001148697,0.899686703,0.919127464,0.636336835
264,0.001706563,0.001431176,0.001188353,0.898484639,0.919073582,0.640629584
265,0.001726584,0.001364503,0.001163672,0.900506965,0.921986431,0.648495908
266,0.001689636,0.001440852,0.00117272,0.903647593,0.919079602,0.635147433
267,0.001641049,0.001328693,0.001126267,0.903909836,0.920421422,0.629611346
268,0.001640471,0.001376496,0.00115604,0.902182136,0.916270733,0.613344538
269,0.001683051,0.001284509,0.001116102,0.898229429,0.919283867,0.626055315
270,0.001670652,0.001347114,0.001145167,0.899703562,0.919582278,0.658156817
271,0.001700547,0.001404171,0.001176779,0.899426179,0.914905369,0.617225264
272,0.001628684,0.001348797,0.001139735,0.904389594,0.919783443,0.62836502
273,0.001631589,0.001345646,0.001138095,0.902686494,0.918091476,0.6256131
274,0.001589537,0.001278897,0.001102016,0.904482961,0.920133322,0.635744198
275,0.001645683,0.001356963,0.001130286,0.901879481,0.921047777,0.655267394
276,0.001633508,0.001329462,0.001126875,0.903474995,0.920989424,0.651317554
277,0.001645263,0.001305373,0.001128872,0.902875883,0.920745611,0.63992056
278,0.001641081,0.001424229,0.001169643,0.902831495,0.920478672,0.622043268
279,0.001630395,0.001320529,0.001124447,0.903617339,0.914705962,0.617149795
280,0.001638001,0.001262612,0.001084631,0.902860871,0.920739651,0.648728583
281,0.001606463,0.001351728,0.001117963,0.904363172,0.921536356,0.655236575
282,0.001618722,0.001258819,0.001089255,0.904031507,0.922504604,0.643197227
283,0.001608482,0.001250677,0.001079355,0.9034647,0.920612246,0.639404218
284,0.001582475,0.001273154,0.001097529,0.905874295,0.91916281,0.627060255
285,0.001603924,0.001278231,0.001087965,0.905274732,0.921526462,0.648637973
286,0.001602896,0.001325525,0.001112499,0.904857074,0.921210587,0.649959074
287,0.001604095,0.001457093,0.001192034,0.905486166,0.9186306,0.624211604
288,0.001618371,0.001245358,0.001086221,0.907319903,0.923355728,0.659451129
289,0.001623295,0.001303059,0.001105743,0.903392306,0.919733971,0.635027911
290,0.001628639,0.001324789,0.001130539,0.906909006,0.91636017,0.614561271
291,0.00166547,0.001354899,0.001129943,0.905173949,0.9210985,0.652820513
292,0.001673812,0.001680279,0.001284655,0.904425894,0.920361757,0.648334196
293,0.001625619,0.001288576,0.001101475,0.906637447,0.921465605,0.644029142
294,0.001607429,0.001285356,0.001103295,0.905302414,0.918228388,0.630303243
295,0.001593899,0.001312541,0.001122191,0.907265493,0.918471128,0.615894631
296,0.001569637,0.001321151,0.00109734,0.905915933,0.923100829,0.65950259
297,0.001593881,0.001286133,0.001106125,0.905650522,0.919099063,0.628260049
298,0.001582339,0.001258315,0.00109376,0.907562997,0.923131943,0.654132469
299,0.001592864,0.00131898,0.001116598,0.906928003,0.919300675,0.626864248
